Workflowid,Submitteddate,Createdby,Updateddate,Stage,Status,Onhold,Onholdreason,Onholdtimeon,Onholdtimeoff,Onholdtotaltime,Checkedout,Checkoutby,Checkedouttime,Checkedintime,Cancelled,Cancelcomment,Rejected,Rejectcomment,Createddate,Workflowname,Draft,Schedulercreated,Stage_1,Stage_1_completed_by,Stage_1_completed_date,Stage_1_rework,Stage_1_reworkreason,Stage_1_rework_date,Stage_1_skipped,Stage_1_sla,Stage_2,Stage_2_completed_by,Stage_2_completed_date,Stage_2_rework,Stage_2_reworkreason,Stage_2_rework_date,Stage_2_skipped,Stage_2_sla,Stage_3,Stage_3_completed_by,Stage_3_completed_date,Stage_3_rework,Stage_3_reworkreason,Stage_3_rework_date,Stage_3_skipped,Stage_3_sla,Stage_4,Stage_4_completed_by,Stage_4_completed_date,Stage_4_rework,Stage_4_reworkreason,Stage_4_rework_date,Stage_4_skipped,Stage_4_sla,Stage_5,Stage_5_completed_by,Stage_5_completed_date,Stage_5_rework,Stage_5_reworkreason,Stage_5_rework_date,Stage_5_skipped,Stage_5_sla,Stage_6,Stage_6_completed_by,Stage_6_completed_date,Stage_6_rework,Stage_6_reworkreason,Stage_6_rework_date,Stage_6_skipped,Stage_6_sla,Stage_7,Stage_7_completed_by,Stage_7_completed_date,Stage_7_rework,Stage_7_reworkreason,Stage_7_rework_date,Stage_7_skipped,Stage_7_sla
IN-NL-2020-65727,17-09-2020 18:39:57,Pm Cbre,17-09-2020 19:42:25,Update MRI,Rework,False,,,,,False,,,,False,,False,,17-09-2020 18:39:57,New Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-NL-2020-65735,17-09-2020 22:14:44,Pm Cbre,17-09-2020 22:18:04,Update MRI,Rework,False,,,,,False,,,,False,,False,,17-09-2020 22:14:44,New Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-DRE-2020-65743,18-09-2020 10:38:47,Operation Admin,18-09-2020 10:40:34,Process DRE,Rework,False,,,,,False,,,,False,,False,,18-09-2020 10:38:47,Deposit Received In Error,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-DRE-2020-65751,18-09-2020 11:16:23,Gpcqcarlm Cbre,18-09-2020 11:17:46,Process DRE,Rework,False,,,,,False,,,,False,,False,,18-09-2020 11:16:23,Deposit Received In Error,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-DRE-2020-65803,18-09-2020 15:45:47,Operation Admin,18-09-2020 15:47:54,Process DRE,Rework,False,,,,,False,,,,False,,False,,18-09-2020 15:45:47,Deposit Received In Error,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-65995,24-09-2020 12:22:20,Apmcbrefirst Cbreapm,24-09-2020 12:23:19,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 12:22:20,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66001,24-09-2020 12:43:15,Apmcbrefirst Cbreapm,24-09-2020 12:44:14,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 12:43:15,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-NL-2020-66008,24-09-2020 15:34:58,Srinivasa Eada,28-09-2020 12:10:44,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 15:34:58,New Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66014,24-09-2020 16:24:39,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 16:25:47,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 16:24:39,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66016,24-09-2020 16:50:02,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 16:51:11,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 16:50:02,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66018,24-09-2020 16:57:03,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 17:01:01,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 16:57:03,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-NL-2020-66019,24-09-2020 16:59:36,Chandramauli Nanjappan,07-10-2020 13:35:56,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 16:59:36,New Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66020,24-09-2020 17:10:33,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 17:11:39,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 17:10:33,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66021,24-09-2020 17:15:54,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 17:17:02,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 17:15:54,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66022,24-09-2020 17:36:15,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 17:37:25,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 17:36:15,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66023,24-09-2020 17:43:59,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 17:45:05,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 17:43:59,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66024,24-09-2020 17:48:35,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 17:49:42,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 17:48:35,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66026,24-09-2020 18:15:36,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 18:16:43,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 18:15:36,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66047,25-09-2020 16:54:17,Pmcbrecbrefirst Cbrepmfirst,25-09-2020 16:58:01,Update MRI,Rework,False,,,,,False,,,,False,,False,,25-09-2020 16:54:17,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66065,25-09-2020 23:42:06,Apmcbrefirst Cbreapm,25-09-2020 23:43:07,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,25-09-2020 23:42:06,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66067,25-09-2020 23:47:14,Pmcbrecbrefirst Cbrepmfirst,25-09-2020 23:50:51,Update MRI,Rework,False,,,,,False,,,,False,,False,,25-09-2020 23:47:14,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66076,26-09-2020 00:41:26,Pmcbrecbrefirst Cbrepmfirst,26-09-2020 00:43:24,Update MRI,Rework,False,,,,,False,,,,False,,False,,26-09-2020 00:41:26,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66084,26-09-2020 01:07:37,Pmcbrecbrefirst Cbrepmfirst,26-09-2020 01:08:44,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,26-09-2020 01:07:37,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66152,26-09-2020 21:00:34,Pm Cbre,26-09-2020 21:02:31,Update MRI,Rework,False,,,,,False,,,,False,,False,,26-09-2020 21:00:34,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66153,26-09-2020 21:03:50,Apm Cbre,26-09-2020 21:05:53,Update MRI,Rework,False,,,,,False,,,,False,,False,,26-09-2020 21:03:50,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66157,26-09-2020 21:21:56,Pm Cbre,26-09-2020 21:25:33,Update MRI,Rework,False,,,,,False,,,,False,,False,,26-09-2020 21:21:56,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66158,26-09-2020 21:26:54,Pm Cbre,26-09-2020 21:30:35,Update MRI,Rework,False,,,,,False,,,,False,,False,,26-09-2020 21:26:54,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66159,26-09-2020 21:31:39,Reasarlm Cbre,26-09-2020 21:35:25,Update MRI,Rework,False,,,,,False,,,,False,,False,,26-09-2020 21:31:39,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66160,26-09-2020 21:36:29,Apm Cbre,26-09-2020 21:40:10,Update MRI,Rework,False,,,,,False,,,,False,,False,,26-09-2020 21:36:29,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66170,26-09-2020 21:58:26,Pm Cbre,26-09-2020 21:59:30,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,26-09-2020 21:58:26,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-REC-2020-66186,27-09-2020 13:21:28,Gpcarlm Cbre,27-09-2020 13:27:10,Performing Receipting,Rework,False,,,,,False,,,,False,,False,,27-09-2020 13:21:28,Receipting,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66282,29-09-2020 15:19:45,Srinivasa Eada,29-09-2020 15:26:10,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,29-09-2020 15:19:45,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-64571,05-09-2020 12:09:19,Pm Cbre,05-09-2020 12:10:19,Create WorkItem,Rework,False,,,,,False,Gpcarlm Cbre,05-09-2020 12:10:03,05-09-2020 12:10:03,False,,False,,05-09-2020 12:09:19,Adhoc Request,False,False,False,,,False,,,False,,False,,,True,"Requested for Rework
Rework comment: Requested for Rework option selected",05-09-2020 12:10:19,False,,False,,,False,,,False,,False,,,False,,,False,,,,,False,,,,,,,,False,,,,,,,,False,,,,
IN-RL-2020-66025,24-09-2020 18:02:52,Pmcbrecbrefirst Cbrepmfirst,24-09-2020 18:21:15,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,24-09-2020 18:02:52,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-RL-2020-66037,25-09-2020 12:08:45,Pmcbrecbrefirst Cbrepmfirst,25-09-2020 12:10:43,Update MRI,Rework,False,,,,,False,,,,False,,False,,25-09-2020 12:08:45,Renew Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-64479,01-09-2020 23:20:42,Apm Cbre,01-09-2020 23:24:08,Update MRI,Rework,False,,,,,False,Reasarlm Cbre,01-09-2020 23:21:25,01-09-2020 23:23:55,False,,False,,01-09-2020 23:20:42,Adhoc Request,False,False,True,Apm Cbre,01-09-2020 23:20:42,False,,,False,,False,,,False,,,False,03-09-2020 04:00:00,False,,,False,,,False,,False,,,True,"Requested for Rework
Rework comment: Requested for Rework option selected",01-09-2020 23:24:08,False,,,,,False,,,,,,,,False,,,,,,,,False,,,,
IN-AD-2020-64709,08-09-2020 01:39:51,Reasarlm Cbre,08-09-2020 01:43:29,Update MRI,Rework,False,,,,,False,Operation Admin,08-09-2020 01:40:41,08-09-2020 01:43:15,False,,False,,08-09-2020 01:39:51,Adhoc Request,False,False,True,Reasarlm Cbre,08-09-2020 01:39:51,False,,,False,,False,,,False,,,False,09-09-2020 04:00:00,False,,,False,,,False,,False,,,True,"Requested for Rework
Rework comment: Requested for Rework option selected",08-09-2020 01:43:30,False,,,,,False,,,,,,,,False,,,,,,,,False,,,,
IN-AD-2020-66750,25-10-2020 02:08:27,Pm Cbre,25-10-2020 22:02:21,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,25-10-2020 02:08:27,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66690,20-10-2020 09:32:44,Srinivasa Eada,24-10-2020 22:14:55,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,20-10-2020 09:32:44,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AL-2020-66653,19-10-2020 19:51:39,Apmcbrefirst Cbreapm,19-10-2020 19:54:54,Create WorkItem,Rework,False,,,,,True,,,,False,,False,,19-10-2020 19:51:39,Assign Lease,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66536,13-10-2020 13:51:36,Pm Cbre,13-10-2020 13:59:03,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,13-10-2020 13:51:36,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66521,12-10-2020 17:13:30,Pm Cbre,12-10-2020 17:17:27,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,12-10-2020 17:13:30,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66556,14-10-2020 00:26:52,Pm Cbre,14-10-2020 00:29:15,Update MRI,Rework,False,,,,,False,,,,False,,False,,14-10-2020 00:26:52,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66561,14-10-2020 01:00:28,Reasarlm Cbre,14-10-2020 01:04:42,Update MRI,Rework,False,,,,,False,,,,False,,False,,14-10-2020 01:00:28,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66570,14-10-2020 01:33:28,Pm Cbre,14-10-2020 01:34:40,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,14-10-2020 01:33:28,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN-AD-2020-66571,14-10-2020 01:36:27,Pm Cbre,14-10-2020 01:37:36,Create WorkItem,Rework,False,,,,,False,,,,False,,False,,14-10-2020 01:36:27,Adhoc Request,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
